Duration,log_votes,movie_age,Year,genre_drama,genre_action,genre_romance,genre_comedy,genre_crime,genre_thriller,genre_family,genre_musical,genre_mystery,genre_adventure,director_encoded,director_movie_count,actor_1_encoded,actor_1_movie_count,actor_2_encoded,actor_2_movie_count,actor_3_encoded,actor_3_movie_count,Rating
105,4.1588830833596715,5,2021,0,0,0,0,0,1,0,0,0,0,5.670066660951704,33,5.3923579264167305,93,5.947143570840253,3,5.670220493917176,3,4.4
116,3.295836866004329,9,2017,0,0,0,1,0,0,0,0,0,0,5.973896947356663,1,5.973896947356663,1,5.973896947356663,1,5.973896947356663,1,6.6
146,8.753055515138222,17,2009,1,0,0,0,0,0,0,0,1,0,6.037533310993027,1,6.275804151307705,6,6.02406664776333,3,5.9356433210461645,10,7.3
116,6.910750787961936,21,2005,1,0,0,0,0,0,0,0,0,0,6.2508041513077055,6,6.6328884004548545,36,6.384048134495738,8,6.054191094728219,5,7.1
168,2.772588722239781,33,1993,1,0,0,0,0,0,0,0,0,0,5.765204744351664,4,5.779490458637378,4,5.736633315780234,4,5.5700868612400996,23,5.6
158,7.119635638017636,24,2002,0,1,0,0,0,1,0,0,0,0,5.840857761394886,5,6.0471435708402534,3,6.036050965936664,7,5.359777075653853,22,6.9
126,2.3978952727983707,12,2014,0,1,0,0,0,0,0,0,0,0,5.692078765538481,1,5.692078765538481,1,5.680643321046165,10,5.3794904586373775,4,3.5
94,2.833213344056216,22,2004,1,0,0,0,0,0,0,0,0,0,5.782987856447572,1,5.782987856447572,1,5.680643321046165,10,5.782987856447572,1,4.5
138,8.03947991910045,18,2008,0,0,1,0,0,0,0,0,1,0,5.080321660523082,30,5.647524428061553,5,5.85091903006595,4,5.955715129174845,1,6.4
120,7.352441100243583,10,2016,0,0,0,0,0,0,0,0,1,0,5.859405535076941,2,5.325643321046165,10,5.746624220083936,1,5.746624220083936,1,4.1
124,7.502186486602924,14,2012,1,0,1,0,0,0,0,0,0,0,5.300919030065949,4,5.5080618872088065,4,5.743776172923092,4,5.810260583720299,1,4.8
144,6.975413927455952,8,2018,0,0,1,0,0,0,0,0,1,0,5.080321660523082,30,5.601072201743608,2,5.782987856447572,1,5.717738868410275,2,4.5
157,8.07837810362652,32,1994,1,1,0,0,0,0,0,0,0,0,6.15958037770137,7,5.644648673347989,53,5.217024067247869,26,5.758187170035511,16,7.2
136,7.545918151209323,19,2007,1,1,0,0,0,0,0,0,0,0,5.95940553507694,2,6.32036761202638,25,6.0471435708402534,3,6.217738868410275,2,8.1
107,3.044522437723423,7,2019,0,0,0,0,0,1,0,0,0,0,5.737533310993026,1,5.737533310993026,1,5.737533310993026,1,5.737533310993026,1,4.0
113,4.672828834461906,9,2017,0,0,0,1,0,0,0,0,0,0,5.873896947356664,1,5.873896947356664,1,5.873896947356664,1,5.873896947356664,1,5.5
80,3.091042453358316,14,2012,0,0,0,0,0,0,0,0,1,1,5.992078765538481,1,5.992078765538481,1,5.992078765538481,1,5.992078765538481,1,6.8
122,3.5263605246161616,23,2003,0,1,0,0,1,1,0,0,0,0,5.828442401902118,1,5.888304151307706,6,5.828442401902118,1,5.567738868410274,2,5.0
149,10.08726638032806,12,2014,1,0,1,1,0,0,0,0,0,0,5.801072201743608,2,5.800804151307705,6,5.783109789466075,7,5.54664870849705,16,6.9
148,9.996021153939061,8,2018,0,1,0,0,0,0,0,0,0,0,6.200989724686408,3,6.032731365321274,24,5.711656055020984,34,5.851072201743608,2,6.2
149,4.727387818712341,28,1998,0,0,0,0,1,1,0,0,1,0,5.407883941515678,17,5.333601383769235,38,5.565084306497744,24,5.884514656836932,15,3.5
130,4.553876891600541,9,2017,0,0,0,1,0,0,0,0,0,0,5.917738868410274,2,5.967738868410275,2,5.928442401902117,1,5.928442401902117,1,6.1
124,2.1972245773362196,8,2018,0,0,0,0,0,1,0,0,0,0,5.928442401902117,1,5.986633315780234,4,5.928442401902117,1,5.928442401902117,1,6.1
121,3.970291913552122,47,1979,1,0,0,0,0,0,0,0,0,0,6.073896947356662,1,6.073896947356662,1,5.648045601101225,9,6.073896947356662,1,7.7
126,5.8916442118257715,7,2019,0,0,0,0,0,0,0,0,0,0,5.928442401902117,1,6.093776172923092,4,5.928442401902117,1,6.177227436524899,7,6.1
188,6.466144724237619,24,2002,1,0,0,0,0,0,0,0,0,0,5.278820279170577,13,5.189745229318689,18,5.5565146568369315,15,5.54664870849705,16,5.1
115,5.272999558563747,52,1974,1,0,0,0,0,0,0,0,0,0,6.00116967462939,1,6.08440553507694,2,5.9937622140307765,20,6.0760722017436075,2,6.9
103,6.244166900663736,12,2014,0,0,1,0,0,0,0,0,0,0,5.759405535076941,2,5.828442401902118,1,5.7427388684102745,2,5.828442401902118,1,5.0
114,5.111987788356544,14,2012,0,0,1,1,0,0,0,0,0,0,5.6177388684102745,2,5.325643321046165,10,5.551072201743608,2,5.6738969473566625,1,3.3
115,7.750614732770409,23,2003,1,0,0,0,1,0,0,0,0,0,6.519660305758252,11,6.137978611715534,43,5.217024067247869,26,5.763036100871804,14,7.8
122,3.58351893845611,7,2019,0,0,0,1,0,0,0,0,0,0,5.92406664776333,3,6.00116967462939,1,6.00116967462939,1,5.917738868410274,2,6.9
170,12.78798095559819,17,2009,1,0,0,1,0,0,0,0,0,0,6.627524428061552,5,6.578877771926745,32,6.053698024760193,7,6.137533310993026,1,8.4
100,5.883322388488279,8,2018,1,0,0,0,0,0,0,0,0,0,6.00116967462939,1,6.00116967462939,1,6.00116967462939,1,5.925804151307705,6,6.9
